description,dpl_tag
Current account charges – Bank of America – Oct,DPL005
Dividend income from Holdco Ltd – September 2025,DPL030
Revenue cost reclassified to capital – JNL-83540,DPL042
Goodwill write-down – NewCo Ltd CGU – 2024,DPL028
CJRS claim – Finance – Feb 2023,DPL071
PPE impairment reversal – London HQ – 2025,DPL029
Non-trading gain before tax – June 2025,DPL044
Payroll run – Oct 2025 – Marketing,DPL068
DB scheme deficit contribution – April 2023,DPL051
Inter-company management charge – REF-35025,DPL034
Plant and equipment maintenance – September,DPL047
Loan note interest PAYABLE – 2024,DPL076
Music royalty costs – July 2024,DPL060
Employee redundancy payments – April 2026,DPL059
Intangible asset amortisation – HR system – 2024,DPL002
Environmental permit fees – FCA – 2023,DPL011
Finance CHARGE – lease liability – April 2026,DPL057
Operational administration costs – March 2023,DPL046
Building repairs and maintenance – August 2025,DPL047
Disposal proceeds less carrying value – LatAm Subsidiary – 2024,DPL017
DC pension employer contribution – Procurement – Jan,DPL052
R&D staff costs – Finance – April,DPL056
Profit on disposal of motor vehicle – EXP-61220,DPL022
Auto-enrolment pension contribution – Dec 2026,DPL052
Leasehold rent – Reading HQ – 2025,DPL055
Accretion of discount – warranty provision – 2025,DPL067
Straight-line depreciation – fixed assets – 2024,DPL010
Dividend in kind – investment portfolio – 2025,DPL040
Loss on disposal of plant and machinery – Aug 2025,DPL022
One-off non-operating gain – Jan 2026,DPL044
SaaS subscription – Oracle – Jul 2023,DPL037
Change in finished goods inventory – June 2024,DPL032
Third party sales commission – EXP-25619,DPL012
IFRS 5 discontinued operations gain – Eastern Region Ltd – 2024,DPL017
REIT fair value INCREASE – Mar 2026,DPL013
Release of restructuring provision – August 2026,DPL018
Currency translation loss on EUR balances – Dec,DPL043
Fair value GAIN on cross-currency swap – September 2023,DPL013
Campaign contribution – Green Party – 2026,DPL053
Input VAT – non-deductible – May 2025,DPL036
Operating income – reimbursement received – INV-26524,DPL045
Change in finished goods inventory – Feb 2026,DPL032
Political party subscription – Liberal Democrats – 2026,DPL053
Expected credit loss provision – January,DPL004
Management consultancy fees – JNL-48412,DPL009
Warehouse lease payment – Dec 2025,DPL055
Political party subscription – Conservative Party – 2026,DPL053
REF-92459 – Legal advisory fees – Freshfields,DPL038
Overdraft interest charge – HSBC – Nov 2026,DPL035
Property impairment charge – Leeds depot – 2024,DPL029
Listed equity dividend received – June 2024,DPL030
Change in finished goods inventory – February 2023,DPL032
Interest on Wells Fargo term loan – 2025,DPL035
Off payroll revenue – AP-50777 – 2024,DPL070
Residual finance COSTS – Mar 2024,DPL057
PO-94403 – Cleaning contractor – Redwood Partners,DPL008
Bonded warehouse charges – Jan,DPL069
REF-20698 – IT support contract – Google Cloud,DPL037
Outsourced HR services – Oct 2025,DPL049
Windfall non-operating settlement – 2023,DPL044
REF-54932 – Government grant received – Innovate UK,DPL024
Operating income – reimbursement received – EXP-71197,DPL045
Amortisation – Titan software – February 2023,DPL002
Loan receivable write-off – EXP-57011,DPL039
Courier and express delivery – Sep 2025,DPL016
Work in progress movement – October 2025,DPL032
Foreign exchange revaluation gain – Jul 2025,DPL043
Blue Ridge Corp – managed services contract – Aug,DPL049
"Debt interest expense – CHF 297,208 facility – 2026",DPL035
Non-recoverable VAT charge – Jun 2025,DPL036
IT infrastructure costs – Aug 2024,DPL037
General repairs – Cardiff branch – Dec 2025,DPL047
Late payment penalty – PO-52521,DPL015
Outsourced HR services – November 2026,DPL049
KTP award grant income – Sep 2023,DPL024
Loss on disposal of plant and machinery – Jul 2025,DPL022
Sundry operating income – Aug,DPL045
Outsourced IT support – July 2023,DPL049
Building repairs and maintenance – October 2023,DPL047
Staff costs transferred to capital project – May 2026,DPL050
Contract penalty charge – PO-18383,DPL015
Corporate social responsibility donation – May 2025,DPL007
Poultry stock fair value adjustment – August,DPL019
Employee redundancy payments – January 2023,DPL059
Loss on disposal of plant and machinery – December 2025,DPL022
Auto-enrolment pension contribution – January 2026,DPL052
Related party loan interest CHARGED – 2026,DPL076
Regional Growth Fund grant income – Mar 2025,DPL024
Non-recoverable VAT charge – May 2023,DPL036
Investment property uplift – PO-13849 – 2025,DPL020
IR35 deemed employee cost – PO-77424 – 2026,DPL073
Operating income – reimbursement received – JNL-13013,DPL045
Facilities cleaning – Birmingham site – December,DPL008
Overdraft interest charge – Deutsche Bank – October 2025,DPL035
Rail travel – Operations staff – Oct,DPL065
Off payroll revenue – PO-47615 – 2026,DPL070
Expense capitalised to work in progress – Mar 2025,DPL042
Investment write-down – Holdco Ltd shares – 2025,DPL027
Off payroll worker fees – IR35 – Dec 2026,DPL070
Pollution remediation costs – Manchester office,DPL011
Business transformation consulting – Jun 2025,DPL009
Intangible asset impairment reversal – 2023,DPL028
IR35 deemed employee cost – REF-67921 – 2024,DPL073
Operating income – reimbursement received – PO-39810,DPL045
Treasury deposit interest – Jul 2023,DPL006
Sundry other expense – IT – 2025,DPL074
Sales revenue – January 2026,DPL066
Catch-all cost allocation – Sep 2023,DPL074
Interest on term deposit – RBS – August,DPL006
Rent review uplift – London HQ – 2026,DPL055
Development costs – Project Zeta product – 2026,DPL056
Internal labour capitalised – Project Zeta project – Jun,DPL050
Currency translation difference – Apr 2026,DPL043
"Debt interest expense – EUR 17,404 facility – 2026",DPL035
Distribution centre costs – May 2026,DPL069
Off payroll revenue – PO-30262 – 2025,DPL070
Work in progress movement – November 2023,DPL032
Inter-company management charge – INV-64091,DPL034
Corporation tax return preparation fees – KPMG,DPL003
Non-cash return of value to shareholders – 2025,DPL040
Loss on exit of Southern Operations business – post-tax – 2026,DPL017
Prototype development expense – Project Zeta – 2024,DPL056
Late payment penalty – REF-64992,DPL015
Interest PAYABLE on related party loan – Apr,DPL076
REF-89255 – Government grant received – Regional Growth Fund,DPL024
Other costs – not elsewhere classified – 2025,DPL074
Contaminated land remediation – Liverpool depot – 2025,DPL011
Corporate mobile plan – Procurement – Sep,DPL064
IP legal costs – CMS – Oct 2023,DPL038
R&D staff costs – R&D – Aug,DPL056
Related party interest PAYABLE – 2024,DPL076
Business insurance – Chubb – March 2024,DPL033
Intercompany loan written off – Western Trading Ltd – 2026,DPL039
External distribution commission – Crestwood Ltd,DPL012
Bad debt write-off – customer REF-98290,DPL004
Property impairment charge – Leeds depot – 2023,DPL029
Client dinner – Pinnacle Group – September,DPL041
IP legal costs – Herbert Smith Freehills – Oct 2024,DPL038
R&D staff costs – IT – Oct,DPL056
Pinewood Ltd – Strategy consulting services – Jan 2023,DPL009
Overseas withholding tax – January 2026,DPL031
Corporate mobile plan – HR – December,DPL064
AP-62924 – Facility repair costs – Sterling Group,DPL047
Legal provision released – EXP-20722,DPL018
Contract drafting fees – Norton Rose Fulbright – October,DPL038
PR agency fees – August 2024,DPL001
Profit on disposal of motor vehicle – PO-13562,DPL022
Software development costs amortised – Jun 2025,DPL002
Road haulage – Yodel – Jan,DPL016
Loan written off – JV Entity – 2024,DPL039
Waste management and recycling costs – Manchester office – 2024,DPL011
Trade receivable impairment charge – March 2026,DPL004
Other finance INCOME – pension surplus – 2024,DPL058
Introducer fee – Global Services Inc – 2025,DPL012
Interest charged on HSBC overdraft – January,DPL035
Leasehold rent – London HQ – 2023,DPL055
Channel partner commission – Nov,DPL012
Gain on disposal of JV Entity – discontinued operations – 2025,DPL017
Product liability insurance – Markel – 2024,DPL033
Annual ERP maintenance fee – SAP,DPL037
Foreign exchange revaluation gain – June 2026,DPL043
Pension scheme contribution – defined benefit – Apr,DPL051
PAYE payroll cost – Jun 2026,DPL068
Foreign exchange revaluation gain – Feb 2026,DPL043
Warehouse lease payment – September 2024,DPL055
Off payroll contractor cost – PO-46432,DPL073
Present value unwinding – warranty provision – June 2025,DPL067
Bonded warehouse charges – Nov,DPL069
IP royalty – REF-97503 – 2023,DPL060
In-specie return of capital – 2024,DPL040
EXP-16848 – R&D materials and testing,DPL056
Derivative financial instrument fair value UPLIFT – 2026,DPL013
PO-19867 – EY audit services FY2026,DPL003
Dairy herd biological asset revaluation – October 2023,DPL019
DC pension employer contribution – IT – Oct,DPL052
Stationery purchase – Summit Consulting – 2025,DPL054
IAS 41 biological asset measurement – 2023,DPL019
Internal resources capitalised – Nexus – Jul 2024,DPL050
PPE impairment reversal – Manchester office – 2026,DPL029
Off payroll worker fees – IR35 – May 2023,DPL070
Share award charge – IT – 2024,DPL062
Bank interest credited – May 2024,DPL006
Marketing agency retainer – November,DPL001
Deep clean – Glasgow office – Dec,DPL008
Fundraising event costs – Age UK – March,DPL007
IFRS 5 held-for-sale disposal gain – Asia Pacific Holdco – 2026,DPL017
IR35 worker engagement cost – Apr 2025,DPL073
R&D project costs – Apollo – June 2024,DPL056
Internal resources capitalised – Project Zeta – April 2025,DPL050
Amortisation – distribution rights – 2025,DPL002
Road haulage – Geodis – Oct,DPL016
Depreciation – office furniture and equipment – Jul 2026,DPL010
COVID-19 Additional Restrictions grant – 2024,DPL072
Cleaning supplies and services – Operations,DPL008
Financial instrument MTM LOSS – interest rate swap – October,DPL014
Snowflake cloud hosting – July subscription,DPL037
Occupational health service – March 2026,DPL025
General repairs – Cardiff branch – June 2024,DPL047
Social media advertising spend – Jul 2024,DPL001
Listed equity dividend received – May 2025,DPL030
Bad debt write-off – customer AP-69984,DPL004
Dividend income from Eastern Region Ltd – June 2026,DPL030
Revenue cost reclassified to capital – REF-73231,DPL042
Credit impairment – inter-company loan – 2025,DPL039
Warehouse lease payment – Jan 2026,DPL055
Group overhead recharge – Corporate Centre Ltd – Mar,DPL034
Loan receivable write-off – INV-90078,DPL039
Related party loan write-down – 2025,DPL039
Leasehold rent – Cardiff branch – 2025,DPL055
Corporate legal services – acquisition support – CMS,DPL038
Investment property revaluation gain – Jul 2023,DPL020
Related party loan interest CREDITED – 2023,DPL075
Non-bank finance CHARGES – US Operations Inc – 2024,DPL076
Interest on Citibank term loan – 2024,DPL035
CJRS furlough grant received – October 2024,DPL071
Depreciation – office furniture and equipment – Nov 2023,DPL010
Patent licence royalties – Nov,DPL060
Taxi and car hire – Dec 2023,DPL065
External distribution commission – Nexus Group,DPL012
Professional services income – October 2023,DPL066
Defined benefit pension scheme – service cost – Nov 2023,DPL051
H&S training costs – January 2024,DPL025
IAS 29 indexation gain – Mar 2023,DPL026
IP royalty – AP-56704 – 2024,DPL060
Brand promotion campaign – Blue Ridge Corp,DPL001
Back-office administration costs – Jan 2024,DPL046
Trade receivable impairment charge – Oct 2025,DPL004
Non-bank finance CHARGE – April 2025,DPL057
IR35 deemed employee cost – EXP-10945 – 2026,DPL073
Technology licence fee – Innovation Licensing Corp – Dec,DPL060
CGU tangible asset impairment – Subsidiary A – 2026,DPL029
INV-26506 – Service income – Sterling PLC,DPL066
INV-39092 – Freight charges – TNT,DPL016
RSU vesting expense – December 2023,DPL062
Legal provision released – REF-49491,DPL018
Sales revenue – September 2023,DPL066
Expense capitalised to work in progress – February 2023,DPL042
Non-trading gain before tax – Apr 2023,DPL044
Stock build – seasonal demand – November,DPL032
Patent licence royalties – Sep,DPL060
Input VAT – non-deductible – July 2025,DPL036
Property rental expense – Bristol office,DPL055
Tax due diligence – KPMG – 2024,DPL003
Tax provision adjustment – April 2024,DPL031
Employee redundancy payments – February 2023,DPL059
Equity investment write-down – Subsidiary A – Nov,DPL027
Influencer marketing costs – July,DPL001
Recruitment fees – Finance – 2025,DPL048
Sale of IT equipment – gain/(loss) – JNL-94745,DPL022
Warranty provision utilisation – Nov 2025,DPL018
Environmental penalty – PRA – May,DPL015
Profit on disposal of motor vehicle – JNL-22800,DPL022
Group pension scheme payments – Aug 2024,DPL052
Corporate social responsibility donation – Dec 2025,DPL007
Tax provision adjustment – Oct 2026,DPL031
CJRS furlough grant received – Jan 2025,DPL071
Third party sales commission – EXP-53944,DPL012
Gift aid donation to Comic Relief,DPL007
Plant and equipment maintenance – Mar,DPL047
"Write-off of irrecoverable debt – JPY 651,028",DPL004
Monthly depreciation charge – plant and machinery – Oct 2026,DPL010
Back-office administration costs – September 2025,DPL046
Bargain purchase element – Eastern Region Ltd – 2024,DPL023
Operational consultancy – Summit Consulting – Oct,DPL009
Finance lease RECEIVABLE interest INCOME – Jun 2024,DPL058
R&D staff costs – Operations – Aug,DPL056
Facilities management outsourcing – Prime Solutions,DPL049
Professional body membership – January 2023,DPL063
CJRS furlough grant received – Jun 2023,DPL071
Employee matched giving – Shelter,DPL007
Regional Growth Fund grant income – Feb 2026,DPL024
Restructuring advisory fees – Crowe – 2025,DPL059
Travel reimbursement – employee expense claim – JNL-45235,DPL065
Technology licence fee – Innovation Licensing Corp – Oct,DPL060
PO-45669 – Security contractor – Pinewood Ltd,DPL061
"Debt interest expense – CHF 86,263 facility – 2023",DPL035
Foreign exchange revaluation gain – Jul 2024,DPL043
H&S training costs – Jul 2026,DPL025
Capitalised internal engineering costs – July,DPL050
Finance CHARGE – lease liability – July 2023,DPL057
Corporate administration overhead – HR – 2026,DPL046
Management fee recharge from Parent Co PLC – March 2023,DPL034
IR35 worker engagement cost – January 2023,DPL073
Internal labour capitalised – Project Alpha project – November,DPL050
Sales revenue – Jun 2024,DPL066
Raw materials stock change – Jul,DPL032
Cumulative price index restatement – US Operations Inc – 2025,DPL026
Revenue cost reclassified to capital – EXP-91189,DPL042
Licence fee income – Sterling PLC – 2024,DPL066
Interest on term deposit – Halifax – Jul,DPL006
Road haulage – Hermes – Dec,DPL016
Sporting event hospitality – September 2025,DPL041
Security patrol costs – Glasgow office – September,DPL061
Interest income received from Nationwide savings account,DPL006
Trade receivable impairment charge – Jun 2023,DPL004
External distribution commission – Apex Services,DPL012
Overseas withholding tax – December 2026,DPL031
Defined benefit pension scheme – service cost – June 2023,DPL051
Intangible asset disposal gain – EXP-67128,DPL021
CGU tangible asset impairment – Southern Operations – 2023,DPL029
Air freight charges – EXP-57678 – June,DPL016
Software development costs amortised – Feb 2025,DPL002
Interest on term deposit – Nationwide – Dec,DPL006
Online data subscription – QuickBooks – 2026,DPL063
Derivative liability fair value CHARGE – October 2025,DPL014
"Import freight costs – EUR 57,374",DPL016
AP-45778 – R&D materials and testing,DPL056
IAS 29 hyperinflation adjustment – SEK functional currency – 2024,DPL026
Share option expense – IFRS 2 charge – September 2025,DPL062
SaaS subscription – AWS – August 2024,DPL037
Operational income adjustment – August 2024,DPL045
Negative goodwill released – Holdco Ltd acquisition – 2023,DPL023
Share option expense – IFRS 2 charge – Dec 2023,DPL062
Payroll run – July 2024 – Facilities,DPL068
One-off non-operating gain – April 2026,DPL044
Interest RECEIVED on shareholder loan – May 2025,DPL075
Off payroll working costs – Operations – April,DPL073
VAT compliance services – Mar 2023,DPL003
Bank service charges – Sep 2025,DPL005
SWIFT transfer charges – June,DPL005
Operating income – reimbursement received – JNL-68915,DPL045
VoIP telephony costs – Dec 2024,DPL064
Non-recoverable VAT charge – Jun 2026,DPL036
FX gain on EUR receivable settlement – 2025,DPL043
Fixed line rental – Sky Business – 2024,DPL064
Unwinding of present value adjustment – restructuring provision – 2024,DPL067
Crestwood Ltd – Strategy consulting services – Jan 2026,DPL009
Printing and stationery – Legal – Apr 2025,DPL054
Online data subscription – Xero – 2025,DPL063
IFRS 3 day-one bargain purchase gain – Western Trading Ltd – 2026,DPL023
Transaction processing fees – Metro Bank,DPL005
Broker commission expense – Aug,DPL012
Business insurance – Liberty Mutual – Apr 2026,DPL033
Negative goodwill credit – business combination – 2026,DPL023
Furlough claim receipt – HMRC – March,DPL071
Service fee income – Atlas Holdings – September,DPL045
Outsourced IT support – April 2024,DPL049
Warranty provision utilisation – February 2026,DPL018
Salaries and wages expense – R&D,DPL068
IFRS 3 reassessment gain – European Division – 2026,DPL023
Databricks cloud hosting – November subscription,DPL037
Short-term investment interest received,DPL006
corporate bonds fair value DECREASE – Oct 2024,DPL014
Software development costs amortised – May 2024,DPL002
IAS 29 indexation gain – Mar 2024,DPL026
Work in progress movement – Apr 2024,DPL032
Fair value movement – investment property – 2026,DPL020
Distribution in kind – Asia Pacific Holdco equity – 2026,DPL040
Janitorial services – January 2024,DPL008
PO-23760 – Broadband and telephony – Talk Talk,DPL064
JP Morgan account maintenance fee – April,DPL005
Intangible asset amortisation – HR system – 2026,DPL002
Citibank current account interest income – October,DPL006
Tax due diligence – RSM – 2023,DPL003
TV and radio campaign production costs – 2024,DPL001
Depreciation – office furniture and equipment – Mar 2026,DPL010
Equity derivative mark-to-market LOSS – November,DPL014
Residual finance INCOME – Aug 2026,DPL058
Post-tax gain on sale of Holdco Ltd division – 2023,DPL017
Client entertainment – Nov 2024,DPL041
Operational consultancy – Horizon Partners – January,DPL009
AP-36930 – Markel – property insurance,DPL033
Share option expense – IFRS 2 charge – November 2023,DPL062
Discontinued operations – net gain after tax – 2023,DPL017
Technical consulting services – Salesforce implementation,DPL009
IP royalty – AP-68856 – 2025,DPL060
Distribution centre costs – Mar 2023,DPL069
Share option expense – IFRS 2 charge – April 2026,DPL062
Residual finance COSTS – Feb 2026,DPL057
Client entertainment – September 2023,DPL041
Employee redundancy payments – Sep 2024,DPL059
R&D project costs – Nexus – Nov 2026,DPL056
Interest charged on Metro Bank overdraft – Dec,DPL035
Investment property uplift – INV-67322 – 2024,DPL020
Overseas withholding tax – Sep 2026,DPL031
Project completion revenue – Vertex – 2026,DPL066
Property fund valuation gain – April 2025,DPL020
Off payroll worker fees – IR35 – June 2025,DPL070
Legal provision released – REF-43774,DPL018
Hotel accommodation – client visit – Oct,DPL065
Negative mark-to-market movement – cross-currency swap – 2025,DPL014
R&D project costs – Orion – July 2024,DPL056
Residual finance INCOME credited – February 2026,DPL058
Hedging instrument GAIN – total return swap – 2023,DPL013
Carbon offset purchase – March 2024,DPL011
IAS 36 annual impairment test charge – Subsidiary A – 2023,DPL028
Sale of IT equipment – gain/(loss) – INV-26318,DPL022
Retail property fair value gain/(loss) – 2024,DPL020
Admin support costs – R&D – Jan 2026,DPL046
Intra-group interest INCOME – US Operations Inc – June,DPL075
Brand promotion campaign – Sterling Group,DPL001
Gain on derecognition – discontinued operations – JV Entity – 2023,DPL017
Party political donation – Labour Party – 2025,DPL053
Operational consultancy – Northfield Services – Feb,DPL009
Loss on exit of Southern Operations business – post-tax – 2025,DPL017
Occupational health service – Jul 2025,DPL025
Warehouse storage charges – Oct 2025,DPL069
Amortisation of acquired technology – Western Trading Ltd – 2025,DPL002
IR35 deemed employee cost – REF-58218 – 2026,DPL073
PO-75117 – Government grant received – KTP award,DPL024
Non-recoverable VAT charge – Aug 2026,DPL036
Extraordinary income – non-trading – 2025,DPL044
Investment write-down – LatAm Subsidiary shares – 2023,DPL027
FX gain on EUR receivable settlement – 2024,DPL043
Off payroll contractor cost – AP-58193,DPL073
Deferred consideration – unwinding of discount – INCOME – 2026,DPL058
Loan note interest PAYABLE – 2026,DPL076
Barclays current account interest income – Aug,DPL006
Waste management and recycling costs – Cardiff branch – 2026,DPL011
Technology intangible impairment – 2026,DPL028
Employer pension contribution – defined contribution – Apr,DPL052
Doubtful debt provision charge – 2024,DPL004
Outsourced HR services – July 2024,DPL049
Deep clean – Nottingham office – March,DPL008
Loss on exit of Western Trading Ltd business – post-tax – 2026,DPL017
PV unwinding – decommissioning provision – 2025,DPL067
Monthly payroll – Feb 2024,DPL068
Corporate social responsibility donation – December 2026,DPL007
Loan receivable write-off – JNL-55755,DPL039
Legal provision released – INV-64512,DPL018
Development costs – Nexus product – 2023,DPL056
Employee benefits expense – Sep 2024,DPL048
Revenue cost reclassified to capital – INV-86986,DPL042
IT support recharge from parent – Jun,DPL034
Internal labour capitalised – Project Zeta project – August,DPL050
Loan note interest RECEIVED – February,DPL075
Deferred consideration interest EXPENSE – 2025,DPL057
RSU vesting expense – June 2025,DPL062
Dividend income from NewCo Ltd – Dec 2023,DPL030
Summit Consulting – managed services contract – Mar,DPL049
Broker commission expense – September,DPL012
Campaign contribution – SNP – 2025,DPL053
REF-48907 – Government grant received – Catapult Innovation Fund,DPL024
Non-compete agreement amortisation – 2025,DPL002
INV-62629 – Cleaning contractor – Global Services Inc,DPL008
SWIFT transfer charges – August,DPL005
CA 2006 s.366 political donation – Liberal Democrats – 2024,DPL053
VAT compliance services – Dec 2026,DPL003
Postage and courier costs – January 2026,DPL054
Rental property revaluation – Glasgow office – 2025,DPL020
CJRS claim – Sales – Jun 2023,DPL071
Staff salaries – February 2024,DPL068
Hedging instrument LOSS – FX forward contract – 2024,DPL014
Unrealised LOSS on equity option – Mar 2025,DPL014
VAT compliance services – September 2025,DPL003
NatWest account maintenance fee – October,DPL005
Intangible asset disposal gain – AP-45478,DPL021
Development costs – Mercury product – 2024,DPL056
Catch-all cost allocation – Dec 2026,DPL074
Interest INCOME on inter-company balance – December 2024,DPL075
PR agency fees – November 2026,DPL001
Operational and admin overhead allocation – Facilities,DPL046
Internal resources capitalised – Horizon – August 2023,DPL050
Software licence renewal – HR – 2026,DPL037
Sale of Northern Division business unit – post-tax gain – 2025,DPL017
International call charges – Mar,DPL064
Rent review uplift – Liverpool depot – 2024,DPL055
Non-trading gain before tax – June 2023,DPL044
Inter-company IT service recharge – October,DPL034
Audit planning fees – KPMG – September,DPL003
Marketing agency retainer – December,DPL001
Office rent – Liverpool depot – October 2024,DPL055
Residual finance INCOME credited – Feb 2026,DPL058
PO-68511 – Freight charges – Kuehne+Nagel,DPL016
Inter-company interest RECEIVABLE – Southern Operations – 2023,DPL075
Property fund valuation gain – August 2025,DPL020
Policy foundation donation – 2026,DPL053
Intangible asset disposal gain – PO-29639,DPL021
Ground rent payment – 2026,DPL055
Northfield Services – managed services contract – Mar,DPL049
Non-cash asset distribution declared – 2025,DPL040
Amortisation – Phoenix software – March 2023,DPL002
Staff entertainment – July 2025,DPL041
Intangible asset disposal gain – PO-47268,DPL021
Interest PAYABLE on related party loan – Dec,DPL076
PV unwinding – decommissioning provision – 2026,DPL067
Excess fair value recognised in P&L – Holdco Ltd – 2025,DPL023
Contract penalty charge – EXP-18713,DPL015
Raw materials stock change – April,DPL032
Group pension scheme payments – Aug 2026,DPL052
Fundraising event costs – Comic Relief – Oct,DPL007
Client entertainment – Jan 2024,DPL041
Site rationalisation costs – Reading HQ – 2023,DPL059
Interest RECEIVED on shareholder loan – November 2026,DPL075
Operational income adjustment – February 2025,DPL045
CJRS furlough grant received – June 2024,DPL071
Residual finance INCOME credited – Dec 2025,DPL058
Bargain purchase gain on European Division acquisition – 2025,DPL023
Distribution in kind – Subsidiary A equity – 2026,DPL040
Postage and courier costs – September 2025,DPL054
Logistics and distribution expenses – 2024,DPL016
Security patrol costs – Edinburgh branch – Jun,DPL061
Pollution remediation costs – London HQ,DPL011
Office supplies printing – REF-55101,DPL054
Corporate mobile plan – IT – Dec,DPL064
Equity investment write-down – LatAm Subsidiary – December,DPL027
Cold storage facility costs – June,DPL069
Currency translation difference – April 2025,DPL043
IR35 worker engagement cost – Aug 2026,DPL073
Fundraising event costs – Action Aid – Feb,DPL007
Management consultancy fees – INV-13109,DPL009
DB scheme deficit contribution – September 2026,DPL051
Bank interest credited – Nov 2023,DPL006
Software licence renewal – IT – 2024,DPL037
corporate bonds fair value INCREASE – July 2024,DPL013
Auto-enrolment pension contribution – Aug 2023,DPL052
Satellite communications – 2025,DPL064
CJRS claim – HR – Nov 2023,DPL071
Syndicated facility interest – 2025,DPL035
Leasehold improvements impairment – Liverpool depot – 2023,DPL029
Spin-off distribution of Asia Pacific Holdco shares – 2025,DPL040
Corporate mobile plan – Facilities – Apr,DPL064
Sale of IT equipment – gain/(loss) – INV-38173,DPL022
Group pension scheme payments – March 2024,DPL052
Gross wages – Sales – Mar 2024,DPL068
Facilities management outsourcing – Blue Ridge Corp,DPL049
Off payroll revenue – INV-66045 – 2026,DPL070
Excess fair value recognised in P&L – Western Trading Ltd – 2023,DPL023
Staff entertainment – January 2025,DPL041
Intangible asset disposal gain – REF-38338,DPL021
IAS 36 annual impairment test charge – LatAm Subsidiary – 2026,DPL028
Broiler chicken stock fair value – July,DPL019
Off payroll working costs – Finance – Mar,DPL073
Internal labour capitalised – Falcon project – June,DPL050
IAS 29 indexation gain – July 2025,DPL026
Loan receivable write-off – REF-64211,DPL039
Music royalty costs – Mar 2026,DPL060
Business rates – Bristol office – Q2 2023,DPL055
Recruitment fees – IT – 2024,DPL048
Increase in dilapidation provision – Liverpool depot,DPL018
Campaign contribution – Green Party – 2025,DPL053
REF-79939 – Facility repair costs – Prime Solutions,DPL047
Donation disclosed under CA 2006 – Reform UK – 2025,DPL053
Asset impairment reversal – PPE – 2026,DPL029
Input VAT – non-deductible – December 2026,DPL036
Office cleaning services – March 2025,DPL008
CJRS furlough grant received – December 2023,DPL071
Facilities cleaning – Reading HQ – June,DPL008
CJRS claim – Facilities – Jan 2026,DPL071
Business transformation consulting – Aug 2024,DPL009
EXP-70975 – Cleaning contractor – Pinewood Ltd,DPL008
Property fund valuation gain – Feb 2024,DPL020
Discount unwind on onerous contract provision – 2023,DPL067
NEST / defined contribution pension – Oct,DPL052
Training and development – Legal – 2025,DPL048
Off payroll working costs – Legal – May,DPL073
Redundancy costs – IT – 2023,DPL059
ERP system amortisation – SAP – Jan 2024,DPL002
Brand name impairment – US Operations Inc CGU review – 2024,DPL028
Freeport incentive grant received – 2023,DPL024
Staff medical benefit – Apr,DPL048
Fair value GAIN on interest rate swap – August 2024,DPL013
Office closure costs – Glasgow office – 2025,DPL059
HVAC system maintenance – Sheffield site – 2023,DPL047
Realised fair value GAIN on equity option – 2024,DPL013
Profit on disposal of motor vehicle – JNL-65687,DPL022
JNL-61921 – Deloitte audit services FY2025,DPL003
Professional body membership – November 2026,DPL063
Capital grant amortisation – Jan 2025,DPL024
Contract drafting fees – Baker McKenzie – August,DPL038
Corporate hospitality costs – June,DPL041
Listed equity dividend received – Jul 2026,DPL030
Operational administration costs – October 2025,DPL046
Donation to Cancer Research UK – 2026,DPL007
Negative mark-to-market movement – cross-currency swap – 2024,DPL014
Vehicle repair costs – Dec,DPL047
Finance expense – unwinding of discounted provision – 2023,DPL067
In-specie transfer of corporate bonds to shareholders – 2023,DPL040
Warranty provision utilisation – Jul 2024,DPL018
Site rationalisation costs – Nottingham office – 2023,DPL059
Overseas withholding tax – November 2023,DPL031
REF-71138 – Government grant received – Enterprise Development Grant,DPL024
H&S training costs – February 2026,DPL025
AP-12886 – IT support contract – SAP,DPL037
Employee matched giving – Action Aid,DPL007
Expense capitalised to work in progress – Jan 2025,DPL042
VoIP telephony costs – March 2024,DPL064
Business rates – Sheffield site – Q2 2023,DPL055
Security patrol costs – Leeds depot – Aug,DPL061
Right-of-use asset impairment – 2024,DPL029
Non-recoverable VAT charge – April 2026,DPL036
Post-tax gain on sale of NewCo Ltd division – 2026,DPL017
IT infrastructure costs – December 2024,DPL037
IAS 36 impairment review – property – 2026,DPL029
Window cleaning – quarterly service – 2023,DPL008
SWIFT transfer charges – March,DPL005
DB scheme deficit contribution – November 2025,DPL051
Building security services – Aug 2023,DPL061
Property impairment charge – London HQ – 2025,DPL029
FVTPL asset revaluation LOSS – government gilts – 2026,DPL014
Foreign exchange revaluation gain – Mar 2024,DPL043
Defined benefit pension scheme – service cost – January 2024,DPL051
Loan receivable write-off – AP-21899,DPL039
Defined benefit pension scheme – service cost – Feb 2023,DPL051
Technology licence fee – IP Licensor Inc – July,DPL060
IR35 deemed employee cost – PO-66903 – 2024,DPL073
Admin services overhead – ABC Ltd – 2023,DPL046
Credit impairment – inter-company loan – 2024,DPL039
ERP system impairment write-down – Cisco – 2025,DPL028
Summit Consulting – managed services contract – Dec,DPL049
Loan note interest EXPENSE – 2026,DPL076
Distribution of infrastructure fund to equity holders – 2025,DPL040
Warehouse lease payment – Jun 2026,DPL055
Excess fair value recognised in P&L – Southern Operations – 2025,DPL023
Inter-company management charge – AP-59893,DPL034
Day-to-day operational admin expenses – HR,DPL046
