description,dpl_tag
Local Restrictions Support grant – COVID-19 – 2026,DPL072
Auto-enrolment pension contribution – Sep 2025,DPL052
Back-office administration costs – Feb 2023,DPL046
Service charge – Reading HQ – May,DPL055
listed equities fair value INCREASE – Dec 2026,DPL013
Loan receivable write-off – AP-91798,DPL039
Pension scheme contribution – defined benefit – Jun,DPL051
Outsourced payroll processing fees – March 2025,DPL049
Monthly depreciation charge – plant and machinery – Feb 2024,DPL010
Non-bank finance CHARGE – April 2023,DPL057
private equity fund fair value DECREASE – January 2023,DPL014
"Write-off of irrecoverable debt – CHF 9,562",DPL004
Hardware maintenance – R&D servers,DPL037
Development cost capitalisation – Nov,DPL042
Operational consultancy – Nexus Group – Jul,DPL009
Investment property uplift – JNL-93002 – 2023,DPL020
Cyber liability insurance premium – 2025,DPL033
Stationery purchase – Lakeside Corp – 2026,DPL054
Business rates – Bristol office – Q4 2025,DPL055
Halifax account maintenance fee – October,DPL005
Sales commission – external agent – Jun 2025,DPL012
Nationwide account maintenance fee – Feb,DPL005
Online data subscription – LinkedIn – 2025,DPL063
Data storage costs – Snowflake – April,DPL037
Finance lease RECEIVABLE interest INCOME – Dec 2023,DPL058
Donation to British Heart Foundation – 2025,DPL007
Legal provision released – INV-28240,DPL018
Administration and operational costs – Procurement – REF-25567,DPL046
Acquired intangible impairment – European Division – 2026,DPL028
In-specie transfer of venture capital trust to shareholders – 2026,DPL040
CGU tangible asset impairment – Northern Division – 2024,DPL029
Sales revenue – April 2026,DPL066
Non-cash return of value to shareholders – 2026,DPL040
Machinery depreciation – Legal – October,DPL010
Expenditure transferred to Project Delta project balance sheet,DPL042
Business reorganisation expense – 2024,DPL059
EXP-86782 – Legal advisory fees – CMS,DPL038
Outsourced IT support – July 2023,DPL049
Foreign currency conversion fee – Standard Chartered,DPL005
Fire safety inspection expense – Liverpool depot,DPL025
Present value unwinding – onerous contract provision – July 2023,DPL067
RSU vesting expense – March 2025,DPL062
NEST / defined contribution pension – November,DPL052
Off payroll worker fees – IR35 – January 2023,DPL070
Interest CHARGE on shareholder loan – Feb 2025,DPL076
Party political donation – Conservative Party – 2026,DPL053
General admin overhead charge – November,DPL046
IP legal costs – Herbert Smith Freehills – December 2025,DPL038
Staff Christmas party expense – 2025,DPL041
Bargain purchase element – Eastern Region Ltd – 2024,DPL023
Derivative liability fair value CHARGE – November 2025,DPL014
Staff salaries – Jun 2023,DPL068
Operating income – reimbursement received – PO-47092,DPL045
Non-recurring income – 2025,DPL044
IFRIC 17 non-cash asset distribution – 2025,DPL040
Sale of IT equipment – gain/(loss) – PO-83652,DPL022
Social media advertising spend – December 2025,DPL001
REF-73574 – Travelers – property insurance,DPL033
Emissions monitoring service – 2023,DPL011
Deemed employment income – IR35 – April 2023,DPL070
Treasury deposit interest – January 2025,DPL006
Site rationalisation costs – Edinburgh branch – 2025,DPL059
Scope 1 and 2 emissions audit costs – 2025,DPL011
Poultry stock fair value adjustment – Jun,DPL019
Service charge – Liverpool depot – Mar,DPL055
JNL-11543 – Broadband and telephony – Gamma,DPL064
Business combination gain – identifiable assets exceed consideration – 2026,DPL023
Increase in dilapidation provision – Manchester office,DPL018
Client entertainment – September 2023,DPL041
Discount unwind on legal claims provision – 2026,DPL067
Irrecoverable VAT on entertainment – Jun,DPL036
Sale of IT equipment – gain/(loss) – REF-76307,DPL022
Print room costs – London HQ – 2025,DPL054
Recruitment fees – Procurement – 2026,DPL048
Management consultancy fees – REF-18921,DPL009
Increase in dilapidation provision – Cardiff branch,DPL018
Amortisation of software licence – Jan 2024,DPL002
Flight booking – business trip – Oct 2023,DPL065
Interest CHARGE on shareholder loan – Dec 2025,DPL076
Unrealised FX gain – balance sheet revaluation – Dec,DPL043
Data centre connectivity charges – 2026,DPL064
Mobile phone contract costs – October 2023,DPL064
Greenhouse gas reporting costs – 2024,DPL011
Share award charge – Legal – 2026,DPL062
Admin services overhead – Elmwood Associates – 2023,DPL046
Miscellaneous unallocated expense – February 2026,DPL074
Valuer assessment – investment property gain – 2026,DPL020
Monthly payroll – June 2026,DPL068
Pension scheme contribution – defined benefit – September,DPL051
Deemed employment income – IR35 – June 2023,DPL070
Profit on disposal of motor vehicle – JNL-47621,DPL022
Printing and stationery – HR – Mar 2024,DPL054
VAT compliance services – June 2023,DPL003
Discontinued operations – net gain after tax – 2025,DPL017
Service fee income – Apex Group – Feb,DPL045
FX loss on USD settlement – AP AP-72087,DPL043
Site rationalisation costs – Sheffield site – 2026,DPL059
Building repairs and maintenance – September 2026,DPL047
Inter-company interest PAYABLE – Southern Operations – 2024,DPL076
RSU vesting expense – Nov 2023,DPL062
Business rates – Glasgow office – Q1 2024,DPL055
IP legal costs – Baker McKenzie – Sep 2024,DPL038
Current account charges – Nationwide – Aug,DPL005
IR35 deemed employment receipt – June,DPL070
Office closure costs – Birmingham site – 2024,DPL059
Shared services cost recharge – Procurement – 2025,DPL034
Manned guarding services – Oct 2025,DPL061
Loan written off – NewCo Ltd – 2024,DPL039
Revenue cost reclassified to capital – INV-20806,DPL042
Fixed line rental – Sky Business – 2026,DPL064
VAT blocked – business entertainment – March,DPL036
Sale of IT equipment – gain/(loss) – JNL-59042,DPL022
Late payment penalty – REF-74372,DPL015
Google Ads campaign – Q4 2024 – Procurement,DPL001
Distribution in kind – Subsidiary A equity – 2024,DPL040
Investment portfolio FVTPL LOSS – Mar 2024,DPL014
Input VAT – non-deductible – September 2026,DPL036
Post-tax result on discontinued segment – 2026,DPL017
EXP-49858 – Facility repair costs – Crestwood Ltd,DPL047
Loan receivable write-off – AP-51724,DPL039
Equity investment write-down – Subsidiary A – Sep,DPL027
Trade receivable impairment charge – July 2025,DPL004
Intra-group interest EXPENSE – JV Entity – May,DPL076
Janitorial services – Oct 2025,DPL008
Excess fair value recognised in P&L – US Operations Inc – 2023,DPL023
Air freight charges – PO-13232 – April,DPL016
Back-office administration costs – Nov 2026,DPL046
Investment portfolio FVTPL GAIN – Aug 2023,DPL013
Hyperinflationary economy restatement – Holdco Ltd – 2023,DPL026
After-tax loss on sale of Asia Pacific Holdco – 2025,DPL017
Shared services cost recharge – Marketing – 2025,DPL034
PO-52788 – Cleaning contractor – Apex Services,DPL008
Subscription revenue – May 2024,DPL066
Premises and operational admin expense – 2023,DPL046
Janitorial services – April 2024,DPL008
IR35 deemed employment receipt – September,DPL070
R&D project costs – Project Zeta – Apr 2025,DPL056
Profit on disposal of motor vehicle – AP-16728,DPL022
Loan receivable write-off – JNL-53291,DPL039
Service fee income – Apex Group – June,DPL045
Bargain purchase gain on Western Trading Ltd acquisition – 2024,DPL023
CCTV maintenance and monitoring – Reading HQ,DPL061
Amortisation charge – PO-19786 – intangible assets – 2026,DPL002
Software subscription – Databricks – Jan 2025,DPL063
Interest RECEIVED on shareholder loan – Jun 2025,DPL075
Non-recoverable VAT charge – March 2025,DPL036
Dividend income from LatAm Subsidiary – Nov 2025,DPL030
JNL-21842 – Security contractor – Horizon Partners,DPL061
FX loss on USD settlement – AP REF-86433,DPL043
First aid training – staff – June,DPL025
Gross wages – Procurement – January 2025,DPL068
Other finance INCOME – Oct 2024,DPL058
Revenue cost reclassified to capital – REF-32699,DPL042
Team away day expense – Finance – 2025,DPL041
Intra-group interest INCOME – European Division – February,DPL075
Property fund valuation gain – August 2025,DPL020
Licence fee for use of database rights – 2023,DPL060
Music royalty costs – February 2023,DPL060
Off payroll contractor cost – EXP-34258,DPL073
IT support recharge from parent – Aug,DPL034
Investment write-down – Southern Operations shares – 2023,DPL027
Loan note interest RECEIVED – Feb,DPL075
Input VAT – non-deductible – January 2026,DPL036
Realised fair value GAIN on commodity futures – 2024,DPL013
PPE impairment reversal – Reading HQ – 2024,DPL029
Finance transformation advisory – JNL-29509,DPL009
Inter-company interest RECEIVABLE – JV Entity – 2025,DPL075
Warehouse storage charges – Apr 2026,DPL069
Share award charge – HR – 2023,DPL062
Unclassified expenditure – Facilities – 2023,DPL074
Intangible asset amortisation – Operations system – 2025,DPL002
FX loss on USD settlement – AP REF-78995,DPL043
Trade mark licence payment – IP Asset Management Ltd – 2024,DPL060
Corporate social responsibility donation – Feb 2025,DPL007
IR35 deemed employee cost – REF-88080 – 2025,DPL073
Distribution in kind – Asia Pacific Holdco equity – 2023,DPL040
Security patrol costs – Leeds depot – October,DPL061
Dairy herd biological asset revaluation – January 2026,DPL019
Amortisation of software licence – December 2026,DPL002
Miscellaneous other cost – ABC Ltd – Jan,DPL074
Logistics and distribution expenses – 2025,DPL016
"Debt interest expense – EUR 881,493 facility – 2025",DPL035
Intangible asset disposal gain – INV-15020,DPL021
Residual finance COSTS – September 2025,DPL057
Staff costs transferred to capital project – Mar 2025,DPL050
Agent commission – Jul 2024,DPL012
Head office recharge – Treasury Centre Ltd – 2023,DPL034
Input VAT – non-deductible – Sep 2023,DPL036
Intangible asset disposal gain – JNL-88722,DPL021
Legal provision released – PO-41978,DPL018
Sterling Group – managed services contract – Aug,DPL049
Revenue cost reclassified to capital – AP-11222,DPL042
Fixed asset disposal proceeds – net – 2023,DPL022
CJRS furlough grant received – June 2025,DPL071
Office closure costs – Nottingham office – 2023,DPL059
Software subscription – VMware – Feb 2025,DPL063
Staff salaries – December 2026,DPL068
Provision discount unwind – warranty provision – 2023,DPL067
Warehouse storage charges – October 2023,DPL069
Tax provision adjustment – Jan 2023,DPL031
BDO management consulting – Apollo project,DPL009
Corporate administration overhead – Marketing – 2024,DPL046
PR agency fees – Oct 2026,DPL001
Gift aid donation to Shelter,DPL007
Office fit-out impairment charge – Cardiff branch – 2024,DPL029
Cumulative price index restatement – NewCo Ltd – 2025,DPL026
Introducer fee – Global Services Inc – 2025,DPL012
Environmental permit fees – Companies House – 2026,DPL011
Facilities cleaning – Birmingham site – Feb,DPL008
Intercompany loan written off – Asia Pacific Holdco – 2023,DPL039
Social media advertising spend – Oct 2024,DPL001
EXP-46990 – Crowe audit services FY2026,DPL003
Tax provision adjustment – March 2025,DPL031
VoIP telephony costs – November 2024,DPL064
Intercompany loan written off – Eastern Region Ltd – 2026,DPL039
Non-recoverable VAT charge – July 2023,DPL036
Security patrol costs – Bristol office – Nov,DPL061
Technical consulting services – Microsoft Azure implementation,DPL009
Service fee income – Zenith Ltd – December,DPL045
Loan receivable write-off – INV-73090,DPL039
Internal resources capitalised – Aurora – August 2026,DPL050
PO-94076 – Third party storage – Ceva Logistics,DPL069
Contract drafting fees – Norton Rose Fulbright – May,DPL038
WIP inventory movement charge – 2023,DPL032
PO-28112 – Broadband and telephony – Sky Business,DPL064
H&S training costs – June 2023,DPL025
Negative mark-to-market movement – FX forward contract – 2026,DPL014
Head office recharge – Parent Co PLC – 2023,DPL034
Intangible asset disposal gain – PO-57298,DPL021
Share option expense – IFRS 2 charge – January 2026,DPL062
Corporate social responsibility donation – December 2024,DPL007
COVID-19 Additional Restrictions grant – 2023,DPL072
REF-38904 – R&D materials and testing,DPL056
Revenue cost reclassified to capital – JNL-68155,DPL042
Building repairs and maintenance – Aug 2025,DPL047
CBILS loan / BBLS government support received – 2026,DPL072
Miscellaneous other cost – Sterling Group – Feb,DPL074
DC pension employer contribution – Procurement – Jan,DPL052
Deemed employment income – IR35 – October 2023,DPL070
Investment property fair value movement – Sheffield site – 2024,DPL020
Revenue cost reclassified to capital – PO-81668,DPL042
Intangible asset disposal gain – PO-34345,DPL021
Professional services income – Dec 2025,DPL066
Gross wages – R&D – Nov 2026,DPL068
Other finance INCOME – Aug 2024,DPL058
REF-28474 – Government grant received – Export Development Grant,DPL024
Ofgem late filing penalty – 2026,DPL015
Licence fee for use of proprietary algorithm – 2025,DPL060
Fundraising event costs – Macmillan Cancer Support – Jan,DPL007
Dividend income from JV Entity – May 2026,DPL030
Logistics and distribution expenses – 2026,DPL016
Warehouse storage charges – Sep 2023,DPL069
Dairy herd biological asset revaluation – November 2026,DPL019
Restart grant received – Dec 2023,DPL072
Rail travel – R&D staff – Oct,DPL065
Off payroll revenue – PO-50368 – 2024,DPL070
Haulage costs – goods delivery – Mar 2026,DPL016
Contract penalty charge – JNL-67076,DPL015
Employee redundancy payments – May 2023,DPL059
Internal labour capitalised – Orion project – May,DPL050
EXP-52307 – R&D materials and testing,DPL056
Windfall non-operating settlement – 2024,DPL044
Overseas withholding tax – Jan 2025,DPL031
Operational income adjustment – December 2023,DPL045
Sale of IT equipment – gain/(loss) – JNL-82535,DPL022
Licence fee income – Sterling PLC – 2024,DPL066
Debt impairment loss – Northfield Services,DPL004
Miscellaneous unallocated expense – June 2025,DPL074
Carbon credit purchase – Jul 2024,DPL011
Share option expense – IFRS 2 charge – April 2026,DPL062
Software development costs amortised – October 2026,DPL002
Team away day expense – Operations – 2026,DPL041
Business transformation consulting – April 2023,DPL009
Mileage claim – EXP-66738 – July,DPL065
Input VAT – non-deductible – Oct 2023,DPL036
Asset impairment charge – Sales equipment – 2026,DPL029
Non-recoverable VAT charge – January 2025,DPL036
Furlough claim receipt – HMRC – Dec,DPL071
Development cost capitalisation – Dec,DPL042
Goodwill impairment charge – Southern Operations CGU – 2025,DPL028
Group pension scheme payments – May 2025,DPL052
Manned guarding services – Mar 2025,DPL061
Auto-enrolment pension contribution – December 2025,DPL052
CJRS furlough grant received – July 2026,DPL071
Google Ads campaign – Q4 2026 – Marketing,DPL001
Inter-company interest EXPENSE – NewCo Ltd – 2025,DPL076
Non-bank interest CHARGE – JV Entity – 2025,DPL076
Property rental expense – Manchester office,DPL055
Finance CHARGE – lease liability – Aug 2025,DPL057
NEST / defined contribution pension – Dec,DPL052
Pre-tax non-operating loss – litigation settlement – 2024,DPL044
Off payroll revenue – JNL-88135 – 2025,DPL070
Environmental monitoring and reporting expense – 2026,DPL011
FVTPL asset revaluation GAIN – venture capital trust – 2026,DPL013
Fundraising event costs – Macmillan Cancer Support – Apr,DPL007
Investment income – minority shareholding – Jul,DPL030
IT infrastructure costs – Nov 2024,DPL037
Employee redundancy payments – February 2024,DPL059
Gift aid donation to British Heart Foundation,DPL007
Realised foreign exchange loss – PO-11160,DPL043
Warehouse storage charges – Dec 2023,DPL069
Fair value GAIN on interest rate swap – August 2024,DPL013
Flight booking – business trip – July 2026,DPL065
infrastructure fund fair value INCREASE – Jan 2026,DPL013
Other finance INCOME – November 2026,DPL058
Air freight charges – INV-51747 – April,DPL016
Building security services – Dec 2024,DPL061
Financial instrument MTM LOSS – commodity futures – September,DPL014
Occupational health service – June 2024,DPL025
PPE disposal gain – office equipment – 2023,DPL022
Miscellaneous other cost – Lakeside Corp – Jun,DPL074
Environmental audit costs – Pinewood Ltd – 2023,DPL011
FVTPL asset revaluation LOSS – hedge fund – 2024,DPL014
IFRS 16 lease liability – interest and depreciation – October,DPL055
Rail travel – Procurement staff – May,DPL065
Fundraising event costs – Shelter – Oct,DPL007
Unallocated expense – EXP-99319,DPL074
Off payroll contractor cost – AP-81681,DPL073
IR35 deemed employee cost – EXP-10945 – 2026,DPL073
Residual cost – unclassified – May,DPL074
Irrecoverable VAT on entertainment – Oct,DPL036
Accretion of discount – restructuring provision – 2023,DPL067
Sales revenue – February 2024,DPL066
Gift aid donation to WWF,DPL007
Time value unwinding – long-term liability – 2026,DPL067
NatWest account maintenance fee – March,DPL005
REF-39717 – Cleaning contractor – Pinewood Ltd,DPL008
IR35 deemed employee cost – REF-85392 – 2025,DPL073
Residual finance COSTS – November 2023,DPL057
IFRS 3 day-one bargain purchase gain – Eastern Region Ltd – 2026,DPL023
Overseas travel – August 2023,DPL065
Miscellaneous other cost – Northfield Services – Jul,DPL074
Fire safety inspection expense – Reading HQ,DPL025
Legal provision released – AP-75429,DPL018
Overseas withholding tax – February 2026,DPL031
"Debt interest expense – GBP 549,614 facility – 2026",DPL035
DB scheme deficit contribution – Feb 2026,DPL051
Non-trading gain before tax – December 2026,DPL044
Intangible asset disposal gain – JNL-58398,DPL021
Corporate social responsibility donation – April 2023,DPL007
Corporate administration overhead – Legal – 2023,DPL046
Onerous contract provision change – Apr,DPL018
Broiler chicken stock fair value – August,DPL019
Sale of IT equipment – gain/(loss) – JNL-51826,DPL022
Non-bank finance CHARGE – January 2026,DPL057
Environmental impact assessment – Northfield Services – 2026,DPL011
Operating income – reimbursement received – JNL-52559,DPL045
Negative goodwill income – 2023,DPL023
Tax provision adjustment – March 2023,DPL031
SWIFT transfer charges – September,DPL005
Foreign currency conversion fee – Metro Bank,DPL005
Hyperinflationary subsidiary restatement gain/(loss) – 2024,DPL026
Inter-company IT service recharge – Feb,DPL034
Software subscription – Salesforce – December 2026,DPL063
Expense capitalised to work in progress – January 2025,DPL042
Server hardware impairment – VMware – 2025,DPL029
Bargain purchase element – JV Entity – 2026,DPL023
Manned guarding services – Mar 2026,DPL061
Positive mark-to-market movement – cross-currency swap – 2026,DPL013
Loan note interest RECEIVED – March,DPL075
Recruitment fees – Finance – 2024,DPL048
Impairment of investment in European Division – 2023,DPL027
Off payroll contractor cost – AP-88566,DPL073
Cold storage facility costs – March,DPL069
Road haulage – Yodel – Jan,DPL016
IAS 41 biological asset measurement – 2025,DPL019
Loan receivable write-off – JNL-17979,DPL039
Hardware maintenance – Operations servers,DPL037
Inter-company IT service recharge – Apr,DPL034
Loss on discontinued operations – Western Trading Ltd – 2026,DPL017
Sale of Asia Pacific Holdco business unit – post-tax gain – 2025,DPL017
Hardware maintenance – HR servers,DPL037
FX loss on USD settlement – AP PO-70214,DPL043
Postage and courier costs – October 2024,DPL054
Investment income – minority shareholding – Dec,DPL030
R&D staff costs – Marketing – Apr,DPL056
VoIP telephony costs – Nov 2024,DPL064
Bank service charges – Aug 2024,DPL005
Residual finance COSTS – February 2023,DPL057
Legal provision released – REF-40977,DPL018
Monthly payroll – September 2024,DPL068
CJRS furlough grant received – May 2025,DPL071
Loan written off – European Division – 2025,DPL039
Marketing agency retainer – February,DPL001
RSU vesting expense – September 2024,DPL062
Warranty provision utilisation – Jun 2025,DPL018
Work in progress movement – Oct 2026,DPL032
DB scheme deficit contribution – Aug 2023,DPL051
Deep clean – Bristol office – Dec,DPL008
H&S training costs – June 2025,DPL025
Professional services income – May 2025,DPL066
Team away day expense – Marketing – 2024,DPL041
Share option expense – IFRS 2 charge – September 2025,DPL062
Sale of European Division business unit – post-tax gain – 2023,DPL017
Corporation tax charge for year ended 2026,DPL031
H&S training costs – April 2023,DPL025
Operational and admin overhead allocation – Legal,DPL046
Office fit-out impairment charge – Manchester office – 2026,DPL029
Residual finance INCOME – Dec 2024,DPL058
DC pension employer contribution – Operations – May,DPL052
Non-bank interest INCOME receivable – Jul 2024,DPL075
Net purchasing power loss on monetary items – 2026,DPL026
Head office recharge – Ultimate Parent Corp – 2024,DPL034
Annual subscription – Dun & Bradstreet – 2023,DPL063
Finance CHARGE – lease liability – March 2025,DPL057
Goodwill impairment charge – LatAm Subsidiary CGU – 2025,DPL028
Bad debt expense – overdue receivable INV-77836,DPL004
Contaminated land remediation – Bristol office – 2023,DPL011
IR35 worker engagement cost – June 2023,DPL073
Redundancy costs – Marketing – 2025,DPL059
Annual ERP maintenance fee – Microsoft Azure,DPL037
Realised foreign exchange loss – REF-68019,DPL043
Non-bank interest CHARGE payable – May 2023,DPL076
Excess fair value recognised in P&L – Asia Pacific Holdco – 2024,DPL023
Residual finance INCOME – April 2023,DPL058
Political party subscription – SNP – 2023,DPL053
Realised fair value LOSS on currency option – 2026,DPL014
Pollution remediation costs – Edinburgh branch,DPL011
Residual finance INCOME credited – Dec 2023,DPL058
Operating income – reimbursement received – REF-74534,DPL045
Citibank account maintenance fee – June,DPL005
Client dinner – Corinthian Ltd – Jan,DPL041
Fair value GAIN on credit default swap – Aug 2023,DPL013
Party political donation – Labour Party – 2023,DPL053
Admin services overhead – Crestwood Ltd – 2026,DPL046
Net finance INCOME – pension scheme surplus – 2025,DPL058
Elmwood Associates – Strategy consulting services – Dec 2023,DPL009
Internal resources capitalised – Horizon – Mar 2025,DPL050
Negative goodwill released – Southern Operations acquisition – 2024,DPL023
Group finance function recharge – January 2026,DPL034
Internal resources capitalised – Nexus – September 2024,DPL050
IAS 29 indexation gain – Jan 2026,DPL026
Foreign exchange revaluation gain – Aug 2023,DPL043
Broiler chicken stock fair value – Oct,DPL019
Sale of IT equipment – gain/(loss) – REF-33256,DPL022
Trade receivable impairment charge – May 2026,DPL004
Provision movement – warranty claims – 2024,DPL018
Salaries and wages expense – Operations,DPL068
Occupational health service – Aug 2026,DPL025
Bank service charges – May 2024,DPL005
Miscellaneous unallocated expense – September 2024,DPL074
IR35 worker engagement cost – Apr 2024,DPL073
CA 2006 s.366 political donation – Green Party – 2024,DPL053
Fair value LOSS on total return swap – January 2025,DPL014
Levelling Up Fund grant income – Jan 2026,DPL024
Present value unwinding – restructuring provision – Oct 2023,DPL067
Share option expense – IFRS 2 charge – Oct 2024,DPL062
Off payroll working costs – Sales – Sep,DPL073
Change in finished goods inventory – Mar 2026,DPL032
Bonus payroll – IT – 2024,DPL068
Dividend income from Eastern Region Ltd – Aug 2026,DPL030
Legal provision released – AP-89025,DPL018
Professional services income – March 2026,DPL066
Equity investment write-down – US Operations Inc – Oct,DPL027
Depreciation – office furniture and equipment – June 2023,DPL010
Share option expense – IFRS 2 charge – Jul 2025,DPL062
Rail travel – Finance staff – March,DPL065
Employee matched giving – Mind,DPL007
Payroll run – Feb 2025 – Procurement,DPL068
Product sales – Marketing – Sep 2024,DPL066
Occupational health service – Jul 2024,DPL025
Other unclassified cost – February,DPL074
Finance cost – unwinding of provision discount – 2023,DPL067
Group finance function recharge – Feb 2026,DPL034
Pig herd revaluation gain – 2026,DPL019
REF-29692 – Zurich – property insurance,DPL033
Exceptional non-operating item – 2024,DPL044
Interest PAYABLE on related party loan – Feb,DPL076
JNL-63397 – Third party storage – TNT,DPL069
Staff Christmas party expense – 2024,DPL041
FX loss on USD settlement – AP PO-53460,DPL043
Spin-off distribution of Asia Pacific Holdco shares – 2023,DPL040
CJRS claim – HR – May 2026,DPL071
Management consultancy fees – AP-67525,DPL009
VAT compliance services – December 2024,DPL003
One-off non-operating gain – June 2024,DPL044
Distribution of venture capital trust to equity holders – 2023,DPL040
Discount unwind on dilapidation provision – 2026,DPL067
Loss on disposal of plant and machinery – September 2023,DPL022
PO-98883 – Chubb – property insurance,DPL033
Onerous contract provision change – September,DPL018
Revenue cost reclassified to capital – AP-57914,DPL042
Employee benefits expense – January 2026,DPL048
Irrecoverable VAT on entertainment – Aug,DPL036
Site rationalisation costs – Reading HQ – 2025,DPL059
Financial instrument MTM LOSS – currency option – Jul,DPL014
Cumulative price index restatement – US Operations Inc – 2023,DPL026
REF-27635 – AXA – property insurance,DPL033
Made Smarter grant grant income – March 2024,DPL024
Gain on disposal of software licence – 2025,DPL021
Machinery depreciation – R&D – November,DPL010
Other pandemic support grant received – 2025,DPL072
Contract penalty charge – PO-63571,DPL015
Haulage costs – goods delivery – September 2023,DPL016
Staff welfare costs – HR,DPL048
Business transformation consulting – October 2023,DPL009
Onerous contract provision change – October,DPL018
Onerous contract provision change – March,DPL018
Off payroll working costs – IT – March,DPL073
Development costs – Apollo product – 2025,DPL056
Operational consultancy – Summit Consulting – Nov,DPL009
Dairy herd biological asset revaluation – March 2026,DPL019
Sale of US Operations Inc business unit – post-tax gain – 2025,DPL017
Other finance INCOME – December 2026,DPL058
Employee redundancy payments – Jul 2023,DPL059
VAT blocked – business entertainment – June,DPL036
Miscellaneous other cost – Prime Solutions – Nov,DPL074
IAS 29 indexation gain – March 2025,DPL026
Overseas withholding tax – July 2024,DPL031
Business reorganisation expense – 2023,DPL059
Miscellaneous operating income received – 2024,DPL045
Other residual finance COSTS – 2023,DPL057
CJRS claim – Procurement – April 2023,DPL071
REF-55257 – Digital marketing services,DPL001
Listed equity dividend received – November 2024,DPL030
Fair value movement – investment property – 2025,DPL020
Prototype development expense – Sapphire – 2024,DPL056
Bonded warehouse charges – November,DPL069
IFRS 3 day-one bargain purchase gain – JV Entity – 2024,DPL023
VAT blocked – business entertainment – May,DPL036
Legal provision released – PO-74701,DPL018
Warehouse lease payment – October 2026,DPL055
Foreign currency conversion fee – Barclays,DPL005
Internal labour capitalised – Phoenix project – July,DPL050
Loan written off – Western Trading Ltd – 2024,DPL039
Current account charges – Wells Fargo – March,DPL005
Other finance INCOME – Nov 2023,DPL058
Mezzanine debt finance CHARGE – 2024,DPL057
Loan receivable write-off – REF-31331,DPL039
Workplace pension – Dec 2024,DPL052
IR35 deemed employee cost – JNL-62534 – 2026,DPL073
Positive mark-to-market movement – total return swap – 2023,DPL013
Currency translation difference – Aug 2024,DPL043
Political expenditure – Labour Party – 2025,DPL053
Amortisation of acquired technology – LatAm Subsidiary – 2024,DPL002
Bank service charges – October 2025,DPL005
Overseas withholding tax – January 2023,DPL031
Licence fee income – Pinnacle Group – 2026,DPL066
Deferred consideration – unwinding of discount – INCOME – 2023,DPL058
Cold storage facility costs – Aug,DPL069
Non-bank interest RECEIVABLE – LatAm Subsidiary – 2026,DPL075
Finance lease RECEIVABLE interest INCOME – October 2024,DPL058
Share option expense – IFRS 2 charge – Sep 2023,DPL062
CGU tangible asset impairment – Asia Pacific Holdco – 2025,DPL029
Carbon credit purchase – Feb 2025,DPL011
Defined benefit pension scheme – service cost – February 2025,DPL051
Trade receivable impairment charge – Dec 2024,DPL004
Intra-group interest EXPENSE – Southern Operations – September,DPL076
Interest on JP Morgan term loan – 2025,DPL035
Fair value LOSS on interest rate swap – Jun 2025,DPL014
PR agency fees – April 2024,DPL001
Loss on disposal of plant and machinery – Mar 2025,DPL022
IAS 41 bearer plant fair value – May 2026,DPL019
Environmental penalty – HMRC – Mar,DPL015
Introducer fee – Redwood Partners – 2023,DPL012
Finance INCOME – vendor loan receivable – 2024,DPL058
Test and trace support payment – COVID-19 – 2025,DPL072
Disposal of NewCo Ltd – after-tax gain – 2024,DPL017
In-specie transfer of hedge fund to shareholders – 2023,DPL040
Work in progress movement – December 2024,DPL032
Off payroll revenue – PO-80152 – 2025,DPL070
Product sales – Operations – Feb 2026,DPL066
SaaS subscription – ServiceNow – May 2025,DPL037
Tax provision adjustment – June 2024,DPL031
Prototype development expense – Apollo – 2023,DPL056
Salaries and wages expense – Procurement,DPL068
R&D staff costs – Procurement – Sep,DPL056
Depreciation – office furniture and equipment – May 2024,DPL010
Business development grant – 2025,DPL024
Pension scheme contribution – defined benefit – Mar,DPL051
Derivative liability fair value CHARGE – September 2023,DPL014
External distribution commission – Pinewood Ltd,DPL012
Equity investment write-down – Subsidiary A – Feb,DPL027
Channel partner commission – July,DPL012
Halifax account maintenance fee – Oct,DPL005
Residual finance COSTS – September 2026,DPL057
Bank interest credited – Dec 2025,DPL006
Postage and courier costs – February 2023,DPL054
External distribution commission – Elmwood Associates,DPL012
Corporation tax return preparation fees – Deloitte,DPL003
Current account charges – Citibank – June,DPL005
Staff medical benefit – Jul,DPL048
Non-operating item – insurance recovery – 2023,DPL044
Auto-enrolment pension contribution – June 2024,DPL052
Customer relationships impairment reversal – 2026,DPL028
PPE impairment reversal – Reading HQ – 2023,DPL029
Leasehold improvements impairment – Sheffield site – 2026,DPL029
Loan receivable write-off – INV-71478,DPL039
Goodwill write-down – Eastern Region Ltd CGU – 2026,DPL028
Client entertainment – April 2024,DPL041
Charitable donation – NSPCC,DPL007
Leasehold rent – London HQ – 2026,DPL055
Office fit-out impairment charge – Liverpool depot – 2026,DPL029
Revenue cost reclassified to capital – AP-29227,DPL042
Machinery depreciation – IT – October,DPL010
Residual finance COSTS – March 2023,DPL057
Intangible asset disposal gain – AP-70106,DPL021
Group pension scheme payments – January 2024,DPL052
Poultry stock fair value adjustment – January,DPL019
Professional services income – October 2026,DPL066
Monthly depreciation charge – plant and machinery – Oct 2024,DPL010
Intangible asset disposal gain – PO-86785,DPL021
